stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_url,location_type,parent_station
10054,Abdulkadir Aksu Blv. Kaleli Konutları,37.0707,37.33908,0,,0,
11299,Yaşam Hastanesi,37.047613,37.382234,0,,0,
11203,Sait Barlas 1,37.07878,37.33757,0,,0,
11084,Tutlu Kuyu,37.0447573,37.3311805,0,,0,
11350,Kürşad Tüzmen Blv. Oli Market,37.07584,37.33317,0,,0,
11184,Anneler Parkı,37.07665,37.33601,0,,0,
10873,Organize Sanayi 3.,37.17108,37.30878,0,,0,
11095,Yavuz Sultan Selim Cad 1,37.04247,37.32685,0,,0,
12625,Cebeler Mah.Yolçatı,37.0217975,37.2697496,0,,0,
11734,26 Nolu Cad. Üzeri 2,37.09636,37.42742,0,,0,
11860,Oğuzeli Yatılı Okul,36.95705,37.51223,0,,0,
11810,Fidan İnşaat,37.09619,37.42275,0,,0,
11735,26 Nolu Cad. Üzeri 3,37.096575,37.430515,0,,0,
11825,Fen İşleri Gaski Karşısı,37.102396,37.394912,0,,0,
11458,Oguzeli Terlemez Pide Fırını,36.95945,37.51238,0,,0,
11756,Oğuzeli Uğur Mermer İnşaat,36.960175,37.520659,0,,0,
12670,Alpaslan Mah.Fırat Taksi,37.1106993,37.4046402,0,,0,
10550,Güzel Vadi Apt.,37.021277,37.326859,0,,0,
12028,Güneykent Oska Park Sitesi,37.02146,37.32175,0,,0,
10553,Şehit Emre Bakırcı Parkı,37.023776,37.326936,0,,0,
11781,Ensar Sitesi,37.02128,37.31549,0,,0,
11837,Şehitler Camii Önü,37.04626,37.42406,0,,0,
12597,Karacaahmet Mh.25.Nolu Cad.,37.102874,37.38703,0,,0,
13039,İbrahimli Merkez,37.0781761,37.331569,0,,0,
11210,Binbaşı Dündar Taşar Lisesi 2,36.990425,37.30222,0,,0,
11020,Saray Evleri,37.0918776,37.3284357,0,,0,
12592,Karacaahmet Mah.12.Nolu Cad.1,37.108434,37.381221,0,,0,
11427,Serinevler Toki 3,37.04786,37.42127,0,,0,
12304,Sarıt Mah.3,36.9060309,37.2721164,0,,0,
12272,Gaziler Mahallesi Toki Konutları,37.138367,37.424555,0,,0,
12929,Güneyşehir 1,36.940866,37.2686158,0,,0,
12030,Yeşilvadi Sitesi,36.9912654,37.2970533,0,,0,
11930,Emine Ulusoy İ.Ö.Okulu,37.04945,37.39151,0,,0,
11929,52.Bolu Sok.,37.0486,37.39205,0,,0,
11222,Forum Avm.,37.0709916,37.3818288,0,,0,
10682,Engelsiz Yaşam Merkezi,37.0241341,37.2877881,0,,0,
10160,Kırsal Terminal,37.0672612,37.4131617,0,,0,
10191,Sultana Tıp Merkezi,37.0677332,37.4156897,0,,0,
13047,Akkent,37.0153472,37.3738842,0,,0,
10446,Burç Orman İçi,37.02684,37.292,0,,0,
10444,Burç Park İçi,37.02964,37.28975,0,,0,
10610,Işıklı Mah.2,37.14426,37.19611,0,,0,
12186,Ögümsögüt Mah.2,37.1163326,37.2777669,0,,0,
11911,İbnisina Mah.3,37.0155349,37.3823962,0,,0,
10053,Kürşad Tüzmen Blv.,37.0735384,37.3384832,0,,0,
10894,Şehit Ömer Harun Demir İmam Hatib Lisesi,37.091553,37.33882,0,,0,
10608,Işıklı Mah4,37.14568,37.19061,0,,0,
12387,Mavikent 4.Etap B. 4 Blok,36.9974535,37.390781,0,,0,
